0;0
0.01;0.199259148
0.02;0.272556651
0.03;0.32286869
0.04;0.360594267
0.05;0.389939599
0.06;0.413153543
0.07;0.431626791
0.08;0.446301025
0.09;0.457854685
0.1;0.466799009
0.11;0.473532493
0.12;0.478374017
0.13;0.481584115
0.14;0.48337926
0.15;0.483941806
0.16;0.483427131
0.17;0.48196889
0.18;0.479682987
0.19;0.476670616
0.2;0.473020645
0.21;0.468811507
0.22;0.464112722
0.23;0.458986136
0.24;0.453486944
0.25;0.447664534
0.26;0.441563204
0.27;0.435222762
0.28;0.428679042
0.29;0.421964342
0.3;0.415107804
0.31;0.408135747
0.32;0.401071954
0.33;0.393937924
0.34;0.386753095
0.35;0.379535041
0.36;0.372299647
0.37;0.365061264
0.38;0.35783285
0.39;0.350626091
0.4;0.343451517
0.41;0.336318602
0.42;0.329235853
0.43;0.322210896
0.44;0.315250548
0.45;0.308360887
0.46;0.301547313
0.47;0.294814604
0.48;0.28816697
0.49;0.281608098
0.5;0.275141194
0.51;0.268769028
0.52;0.262493965
0.53;0.256317998
0.54;0.250242785
0.55;0.244269671
0.56;0.238399716
0.57;0.23263372
0.58;0.226972244
0.59;0.221415631
0.6;0.215964026
0.61;0.210617389
0.62;0.205375516
0.63;0.200238054
0.64;0.195204509
0.65;0.190274265
0.66;0.185446594
0.67;0.180720663
0.68;0.176095551
0.69;0.171570252
0.7;0.167143688
0.71;0.162814715
0.72;0.158582129
0.73;0.154444677
0.74;0.150401058
0.75;0.146449934
0.76;0.142589932
0.77;0.13881965
0.78;0.135137662
0.79;0.131542522
0.8;0.128032766
0.81;0.12460692
0.82;0.121263499
0.83;0.118001012
0.84;0.114817965
0.85;0.111712863
0.86;0.108684213
0.87;0.105730523
0.88;0.102850311
0.89;0.100042099
0.9;0.097304419
0.91;0.094635814
0.92;0.092034839
0.93;0.089500061
0.94;0.087030064
0.95;0.084623444
0.96;0.082278815
0.97;0.079994807
0.98;0.077770069
0.99;0.075603266
1;0.073493085
1.01;0.07143823
1.02;0.069437424
1.03;0.067489412
1.04;0.065592958
1.05;0.063746848
1.06;0.061949887
1.07;0.060200901
1.08;0.058498738
1.09;0.056842266
1.1;0.055230375
1.11;0.053661976
1.12;0.052135999
1.13;0.050651397
1.14;0.049207143
1.15;0.04780223
1.16;0.046435674
1.17;0.045106508
1.18;0.043813787
1.19;0.042556587
1.2;0.041334001
1.21;0.040145145
1.22;0.038989151
1.23;0.037865172
1.24;0.03677238
1.25;0.035709964
1.26;0.034677134
1.27;0.033673116
1.28;0.032697154
1.29;0.031748509
1.3;0.030826461
1.31;0.029930306
1.32;0.029059357
1.33;0.028212942
1.34;0.027390406
1.35;0.02659111
1.36;0.025814431
1.37;0.02505976
1.38;0.024326503
1.39;0.023614081
1.4;0.02292193
1.41;0.022249499
1.42;0.021596252
1.43;0.020961663
1.44;0.020345224
1.45;0.019746438
1.46;0.019164818
1.47;0.018599894
1.48;0.018051204
1.49;0.0175183
1.5;0.017000746
1.51;0.016498115
1.52;0.016009994
1.53;0.015535978
1.54;0.015075675
1.55;0.014628702
1.56;0.014194685
1.57;0.013773261
1.58;0.013364079
1.59;0.012966792
1.6;0.012581068
1.61;0.012206579
1.62;0.011843009
1.63;0.011490049
1.64;0.011147398
1.65;0.010814765
1.66;0.010491864
1.67;0.01017842
1.68;0.009874163
1.69;0.009578831
1.7;0.00929217
1.71;0.009013932
1.72;0.008743875
1.73;0.008481766
1.74;0.008227377
1.75;0.007980485
1.76;0.007740876
1.77;0.00750834
1.78;0.007282673
1.79;0.007063677
1.8;0.00685116
1.81;0.006644934
1.82;0.006444817
1.83;0.006250632
1.84;0.006062208
1.85;0.005879377
1.86;0.005701977
1.87;0.005529849
1.88;0.005362841
1.89;0.005200803
1.9;0.005043591
1.91;0.004891063
1.92;0.004743083
1.93;0.004599517
1.94;0.004460237
1.95;0.004325118
1.96;0.004194036
1.97;0.004066874
1.98;0.003943517
1.99;0.003823853
2;0.003707774
2.01;0
