0;0
0.01;0.125133754
0.02;0.173461694
0.03;0.208239601
0.04;0.235693064
0.05;0.258294952
0.06;0.277345199
0.07;0.293635228
0.08;0.307693443
0.09;0.319895855
0.1;0.330522834
0.11;0.339791039
0.12;0.347872671
0.13;0.354907744
0.14;0.361012241
0.15;0.366283748
0.16;0.370805461
0.17;0.374649107
0.18;0.377877126
0.19;0.380544336
0.2;0.382699214
0.21;0.38438491
0.22;0.385640052
0.23;0.386499397
0.24;0.386994359
0.25;0.387153445
0.26;0.387002623
0.27;0.38656562
0.28;0.385864185
0.29;0.384918305
0.3;0.38374639
0.31;0.382365441
0.32;0.380791184
0.33;0.379038196
0.34;0.377120009
0.35;0.375049205
0.36;0.372837501
0.37;0.370495818
0.38;0.368034352
0.39;0.365462628
0.4;0.362789555
0.41;0.360023474
0.42;0.357172197
0.43;0.35424305
0.44;0.351242904
0.45;0.34817821
0.46;0.345055026
0.47;0.341879044
0.48;0.338655615
0.49;0.335389771
0.5;0.332086243
0.51;0.328749485
0.52;0.325383687
0.53;0.321992791
0.54;0.318580511
0.55;0.31515034
0.56;0.311705567
0.57;0.308249289
0.58;0.30478442
0.59;0.301313702
0.6;0.297839718
0.61;0.294364894
0.62;0.290891514
0.63;0.287421726
0.64;0.283957546
0.65;0.280500873
0.66;0.277053484
0.67;0.273617053
0.68;0.270193145
0.69;0.266783229
0.7;0.263388683
0.71;0.260010792
0.72;0.256650763
0.73;0.253309718
0.74;0.249988708
0.75;0.24668871
0.76;0.243410635
0.77;0.240155328
0.78;0.236923573
0.79;0.233716099
0.8;0.230533576
0.81;0.227376624
0.82;0.224245812
0.83;0.221141663
0.84;0.218064655
0.85;0.215015223
0.86;0.211993762
0.87;0.209000629
0.88;0.206036144
0.89;0.203100593
0.9;0.200194228
0.91;0.197317273
0.92;0.194469918
0.93;0.19165233
0.94;0.188864645
0.95;0.186106976
0.96;0.183379412
0.97;0.18068202
0.98;0.178014844
0.99;0.175377909
1;0.17277122
1.01;0.170194765
1.02;0.167648514
1.03;0.16513242
1.04;0.162646421
1.05;0.160190443
1.06;0.157764395
1.07;0.155368174
1.08;0.153001667
1.09;0.150664746
1.1;0.148357275
1.11;0.146079107
1.12;0.143830085
1.13;0.141610044
1.14;0.13941881
1.15;0.137256202
1.16;0.13512203
1.17;0.133016099
1.18;0.130938207
1.19;0.128888147
1.2;0.126865703
1.21;0.124870659
1.22;0.122902791
1.23;0.120961871
1.24;0.119047668
1.25;0.117159947
1.26;0.11529847
1.27;0.113462995
1.28;0.111653278
1.29;0.109869072
1.3;0.10811013
1.31;0.106376199
1.32;0.104667029
1.33;0.102982366
1.34;0.101321953
1.35;0.099685536
1.36;0.098072857
1.37;0.09648366
1.38;0.094917685
1.39;0.093374675
1.4;0.091854372
1.41;0.090356517
1.42;0.088880852
1.43;0.087427119
1.44;0.08599506
1.45;0.084584419
1.46;0.083194939
1.47;0.081826364
1.48;0.080478441
1.49;0.079150916
1.5;0.077843535
1.51;0.076556048
1.52;0.075288203
1.53;0.074039754
1.54;0.072810451
1.55;0.071600049
1.56;0.070408304
1.57;0.069234972
1.58;0.068079812
1.59;0.066942584
1.6;0.065823052
1.61;0.064720978
1.62;0.063636129
1.63;0.062568271
1.64;0.061517176
1.65;0.060482613
1.66;0.059464357
1.67;0.058462183
1.68;0.057475869
1.69;0.056505194
1.7;0.055549939
1.71;0.054609889
1.72;0.053684829
1.73;0.052774546
1.74;0.051878832
1.75;0.050997478
1.76;0.050130279
1.77;0.049277031
1.78;0.048437532
1.79;0.047611585
1.8;0.04679899
1.81;0.045999555
1.82;0.045213085
1.83;0.044439392
1.84;0.043678286
1.85;0.042929581
1.86;0.042193093
1.87;0.041468641
1.88;0.040756045
1.89;0.040055128
1.9;0.039365714
1.91;0.03868763
1.92;0.038020705
1.93;0.037364771
1.94;0.036719659
1.95;0.036085206
1.96;0.035461249
1.97;0.034847628
1.98;0.034244183
1.99;0.033650759
2;0.033067201
2.01;0
